home_team_attack,home_team_midfield,home_team_defense,home_team_overall,home_team_past_points,home_team_past_goal_diff,home_team_past_appearances,home_team_past_possession,home_team_past_shots,home_team_past_shots_on_goal,home_team_streak,home_team_best_perf,away_team_attack,away_team_midfield,away_team_defense,away_team_overall,away_team_past_points,away_team_past_goal_diff,away_team_past_appearances,away_team_past_possession,away_team_past_shots,away_team_past_shots_on_goal,away_team_streak,away_team_best_perf,diff_team_attack,diff_team_midfield,diff_team_defense,diff_team_overall,diff_team_past_points,diff_team_past_goal_diff,diff_team_past_appearances,diff_team_past_possession,diff_team_past_shots,diff_team_past_shots_on_goal,diff_team_streak,diff_team_best_perf
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,8.0,0.0,2.0,2.0,4.0,6.000000000000002,11,0.03508771929824661,-0.9298245614035086,-0.24561403508771917,13,-1
75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,-1.0,0.0,-3.0,-1.0,-2.3333333333333357,-0.16666666666666785,-1,3.2938596491228083,1.4605263157894743,0.2894736842105261,-5,-4
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,-4.0,0.0,2.0,0.0,-10.333333333333336,-15.666666666666668,-3,-10.131578947368425,0.03508771929824661,0.12280701754385959,-11,-5
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,1.0,7.0,1.0,2.0,14.333333333333329,14.0,3,-0.39473684210526017,0.7105263157894726,0.5263157894736841,-1,8
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,5.0,1.0,2.0,3.0,3.3333333333333357,7.333333333333334,16,-2.2631578947368425,-2.140350877192983,-1.1052631578947363,19,4
72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,-4.0,-3.0,-1.0,-3.0,-44.666666666666664,-52.33333333333333,-13,-48.21052631578947,-12.333333333333334,-4.482456140350878,-9,-15
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,-8.0,-10.0,-7.0,-8.0,-29.333333333333336,-38.666666666666664,-16,-7.0877192982456165,-2.3771929824561404,-2.263157894736842,-16,-14
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,-3.0,0.0,0.0,-2.0,-0.6666666666666643,-8.833333333333332,-10,-4.741228070175438,-2.9868421052631575,-1.1052631578947372,3,-1
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,6.0,4.0,5.0,5.0,14.666666666666664,21.666666666666664,13,13.736842105263158,3.3421052631578956,1.5263157894736845,17,6
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,2.0,0.0,0.0,1.0,3.3333333333333357,2.166666666666666,3,-1.30263157894737,-0.6710526315789487,-0.09649122807017552,8,1
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,3.0,3.0,-1.0,1.0,6.0,17.333333333333332,-11,5.184210526315795,1.4298245614035086,0.6491228070175437,-13,3
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,-4.0,2.0,5.0,2.0,24.33333333333333,26.666666666666668,0,8.324561403508767,3.0701754385964914,1.280701754385965,0,1
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,5.0,11.0,11.0,9.0,43.666666666666664,77.33333333333334,1,27.131578947368425,6.771929824561404,2.8596491228070176,15,2
74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,-5.0,-5.0,-5.0,-5.0,-31.0,-48.666666666666664,-11,4.184210526315795,-0.8684210526315788,-0.8070175438596494,-9,-5
79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,2.0,0.0,3.0,2.0,-0.3333333333333357,6.833333333333334,8,2.75,2.197368421052632,0.9122807017543866,-6,4
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,7.0,4.0,6.0,6.0,54.0,67.33333333333333,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17
78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,1.0,4.0,-1.0,0.0,19.666666666666664,23.333333333333336,0,9.070175438596493,2.1578947368421044,1.7807017543859645,-3,10
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,1.0,-1.0,1.0,1.0,0.3333333333333428,3.0,0,-6.254385964912281,-1.6754385964912277,0.21052631578947345,0,0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,-4.0,-4.0,-2.0,-3.0,-17.66666666666667,-29.333333333333336,-2,-16.25438596491228,-0.7280701754385959,-0.4912280701754388,-16,-2
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,-10.0,-6.0,-11.0,-8.0,-43.666666666666664,-65.0,-7,-14.464912280701753,-3.228070175438596,-1.4035087719298245,-11,-5
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,14.0,5.0,3.0,6.0,19.666666666666664,39.0,13,13.078947368421055,2.6228070175438596,1.2894736842105265,15,5
75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,-7.0,-5.0,-4.0,-5.0,-18.0,-33.166666666666664,-3,-9.75,-2.092105263157894,-1.2456140350877196,-7,-10
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,-5.0,-7.0,-7.0,-6.0,-36.33333333333333,-63.66666666666667,-2,-21.00877192982457,-6.008771929824562,-2.245614035087719,-10,-5
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,4.0,7.0,3.0,4.0,32.666666666666664,47.666666666666664,1,-1.2543859649122808,1.5263157894736832,0.5350877192982457,3,4
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,4.0,1.0,-2.0,0.0,8.333333333333336,17.0,0,6.15789473684211,-0.3947368421052637,-0.07017543859649145,0,3
72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,-6.0,-4.0,-2.0,-3.0,-59.0,-77.0,-4,-57.55263157894737,-13.736842105263158,-5.2368421052631575,-1,-16
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,-2.0,-5.0,-3.0,-3.0,-12.666666666666664,-15.0,-13,3.324561403508774,-0.05263157894736814,-0.7982456140350878,-5,-9
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,-3.0,1.0,2.0,0.0,-0.3333333333333286,-3.333333333333332,-11,2.2368421052631575,-1.0,-0.32456140350877183,1,-4
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,9.0,9.0,8.0,8.0,26.33333333333333,37.83333333333333,14,17.25877192982456,4.302631578947368,1.903508771929825,20,10
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,-8.0,-8.0,-9.0,-8.0,-23.333333333333336,-38.666666666666664,-11,-12.30701754385965,-3.298245614035089,-2.210526315789474,-12,-9
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,6.0,4.0,4.0,4.0,15.333333333333336,32.333333333333336,-4,6.10526315789474,1.087719298245613,0.36842105263157876,-2,5
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,8.0,2.0,8.0,6.0,34.666666666666664,49.66666666666667,13,14.58771929824561,3.271929824561404,1.903508771929825,17,6
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,5.0,10.0,9.0,7.0,43.33333333333333,71.83333333333334,2,20.15350877192983,4.785087719298247,2.078947368421052,17,5
74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,-16.0,-7.0,-6.0,-8.0,-43.0,-70.66666666666667,-14,-5.008771929824562,-1.7280701754385959,-1.1578947368421058,-20,-9
